,Player,Team,POS,RUSH_ATT,RUSH_YD,RUSH_TD,REC,REC_YD,REC_TD,FL,PASS_ATT,CMP,PASS_YD,PASS_TD,INTS
33,Deshaun Watson,CLE,QB,26.2,138.1,1.6,0.0,0,0.0,1.2,146.2,98.2,"1,132.9",7.9,3.2
34,Kenny Pickett,PIT,QB,14.5,68.7,0.6,0.0,0,0.0,1.0,190.0,116.8,"1,376.5",7.9,5.5
35,Drew Lock,SEA,QB,17.1,56.5,0.6,0.0,0,0.0,0.7,184.2,114.6,"1,128.8",6.2,4.1
36,Desmond Ridder,ATL,QB,13.7,66.5,0.5,0.0,0,0.0,0.8,157.1,97.2,"1,130.9",5.1,4.6
37,Joe Flacco,NYJ,QB,5.5,17.9,0.2,0.0,0,0.0,0.7,137.3,84.4,918.3,4.9,3.0
38,Andy Dalton,NO,QB,3.9,13.5,0.1,0.0,0,0.0,0.2,57.7,36.4,408.6,2.9,1.7
39,Tyrod Taylor,NYG,QB,4.3,25.0,0.1,0.0,0,0.0,0.3,43.0,26.2,288.7,1.7,1.0
40,Taysom Hill,NO,QB,21.7,99.7,0.9,0.0,0,0.0,0.0,11.0,7.2,77.8,0.3,0.3
41,Sam Darnold,CAR,QB,1.3,16.7,0.1,0.0,0,0.0,0.2,25.0,15.3,287.0,1.6,1.2
42,Tyler Huntley,BAL,QB,6.4,34.7,0.2,0.0,0,0.0,0.2,31.2,20.3,238.5,1.6,1.3
43,Joshua Dobbs,CLE,QB,3.8,32.3,0.2,0.0,0,0.0,0.1,26.5,17.3,253.0,1.1,1.2
44,Trace McSorley,ARI,QB,3.2,11.7,0.3,0.0,0,0.0,0.2,36.6,23.1,270.8,1.2,1.3
45,Shane Buechele,KC,QB,0.0,8.3,0.4,0.0,0,0.0,0.2,0.0,0.0,287.1,0.9,1.7
46,Jimmy Garoppolo,SF,QB,0.9,1.4,0.0,0.0,0,0.0,0.1,32.0,20.7,267.3,1.6,1.1
47,Josh Johnson,DEN,QB,0.0,0.3,0.2,0.0,0,0.0,0.2,0.0,0.0,260.7,1.6,2.1
48,Cooper Rush,DAL,QB,2.6,4.5,0.0,0.0,0,0.0,0.1,33.2,20.8,233.8,1.5,0.5
49,Trevor Siemian,CHI,QB,2.5,7.3,0.0,0.0,0,0.0,0.1,33.9,20.2,267.3,1.1,1.0
50,Gardner Minshew II,PHI,QB,4.3,16.6,0.1,0.0,0,0.0,0.2,29.9,19.2,206.7,1.4,0.7
51,Colt McCoy,ARI,QB,3.3,10.3,0.0,0.0,0,0.0,0.0,32.3,20.7,226.7,1.3,0.7
52,Teddy Bridgewater,MIA,QB,2.1,7.3,0.0,0.0,0,0.0,0.1,28.5,18.6,199.1,1.2,0.5
53,Taylor Heinicke,WAS,QB,2.6,12.4,0.0,0.0,0,0.0,0.1,23.9,15.1,164.9,1.4,0.7
54,Malik Willis,TEN,QB,2.0,11.3,0.1,0.0,0,0.0,0.1,22.3,13.8,188.8,1.0,1.2
55,Jordan Love,GB,QB,2.4,8.5,0.1,0.0,0,0.0,0.1,20.6,12.4,172.2,1.1,0.9
56,Kyle Allen,HOU,QB,1.6,6.2,0.1,0.0,0,0.0,0.8,27.3,17.3,187.6,1.1,0.7
57,Brian Hoyer,NE,QB,1.6,1.9,0.1,0.0,0,0.0,0.1,21.5,13.4,169.5,1.0,0.8
58,Brett Rypien,DEN,QB,1.5,4.8,0.0,0.0,0,0.0,0.3,20.5,12.4,140.0,1.2,0.5
59,C.J. Beathard,JAC,QB,1.5,6.2,0.0,0.0,0,0.0,0.7,23.6,14.6,162.3,1.1,0.6
60,Case Keenum,BUF,QB,1.2,4.6,0.0,0.0,0,0.0,0.1,19.2,12.1,136.6,1.0,0.4
61,Kyle Trask,TB,QB,1.0,3.0,0.0,0.0,0,0.0,0.0,22.0,13.0,135.0,1.0,0.0
62,Nate Sudfeld,DET,QB,1.5,6.7,0.1,0.0,0,0.0,0.2,23.2,14.1,160.1,0.8,0.9
63,Blaine Gabbert,TB,QB,1.1,3.6,0.0,0.0,0,0.0,0.3,19.2,12.0,135.9,1.1,0.3
64,Jarrett Stidham,LV,QB,1.6,4.0,0.0,0.0,0,0.0,0.1,20.8,13.2,146.8,1.0,0.8
65,John Wolford,LAR,QB,2.0,8.4,0.0,0.0,0,0.0,0.1,19.3,12.0,135.0,0.8,0.4
66,Nick Foles,IND,QB,1.6,7.0,0.0,0.0,0,0.0,0.1,17.3,11.1,121.7,1.0,0.5
67,Nick Mullens,MIN,QB,1.4,2.5,0.0,0.0,0,0.0,0.6,19.3,12.3,144.6,1.0,0.4
68,Chase Daniel,LAC,QB,1.5,4.6,0.0,0.0,0,0.0,0.2,18.5,11.4,125.6,0.8,0.4
69,Sam Howell,WAS,QB,2.0,8.8,0.1,0.0,0,0.0,0.1,16.4,10.0,108.9,0.7,0.5
70,Chad Henne,KC,QB,1.8,4.3,0.0,0.0,0,0.0,0.2,15.9,10.1,112.8,0.9,0.6
71,Tim Boyle,DET,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,12.0,7.0,81.0,1.0,0.0
72,Brandon Allen,CIN,QB,0.8,3.2,0.0,0.0,0,0.0,0.2,16.0,10.0,111.8,0.7,0.2
73,PJ Walker,CAR,QB,1.1,3.5,0.0,0.0,0,0.0,0.4,18.4,11.7,125.7,0.5,0.7
74,Mason Rudolph,PIT,QB,2.0,7.5,0.0,0.0,0,0.0,0.0,13.0,8.5,77.0,0.5,0.5
75,Mike White,NYJ,QB,2.0,1.5,0.0,0.0,0,0.0,0.0,11.0,6.5,72.5,0.5,0.5
76,Sean Mannion,SEA,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,5.7,3.7,40.3,0.3,0.0
77,Jared Bernhardt,ATL,QB,1.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Jacob Eason,CAR,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Stone Smartt,LAC,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Armani Rogers,WAS,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Feleipe Franks,ATL,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Nathan Peterman,CHI,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Sam Ehlinger,IND,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Jeff Driskel,HOU,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Ian Book,PHI,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Ryan Griffin,TB,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Kellen Mond,CLE,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Easton Stick,LAC,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0,0,QB,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
90,0,0,QB,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
1,Mark Andrews,BAL,TE,0.0,0,0.0,94.8,"1,182.3",8.7,0.3,0.0,0.0,0,0.0,0.0
2,Travis Kelce,KC,TE,0.0,0,0.0,96.0,"1,134.7",9.0,0.3,0.0,0.0,0,0.0,0.0
3,Kyle Pitts,ATL,TE,0.0,0,0.0,75.0,989.6,5.0,0.2,0.0,0.0,0,0.0,0.0
4,Darren Waller,LV,TE,0.0,0,0.0,74.9,907.0,5.3,0.2,0.0,0.0,0,0.0,0.0
5,Dalton Schultz,DAL,TE,0.0,0,0.0,76.9,800.4,5.9,0.2,0.0,0.0,0,0.0,0.0
6,George Kittle,SF,TE,0.0,0,0.0,67.3,817.2,5.4,0.3,0.0,0.0,0,0.0,0.0
7,Dallas Goedert,PHI,TE,0.0,0,0.0,63.5,772.8,4.8,0.2,0.0,0.0,0,0.0,0.0
8,T.J. Hockenson,DET,TE,0.0,0,0.0,67.9,697.8,5.2,0.2,0.0,0.0,0,0.0,0.0
9,Dawson Knox,BUF,TE,0.0,0,0.0,52.4,629.3,6.2,0.2,0.0,0.0,0,0.0,0.0
10,Hunter Henry,NE,TE,0.0,0,0.0,55.3,631.2,5.8,0.1,0.0,0.0,0,0.0,0.0
11,Zach Ertz,ARI,TE,0.0,0,0.0,63.3,650.8,4.5,0.1,0.0,0.0,0,0.0,0.0
12,Tyler Higbee,LAR,TE,0.0,0,0.0,57.9,583.2,4.8,0.2,0.0,0.0,0,0.0,0.0
13,Cole Kmet,CHI,TE,0.0,0,0.0,61.3,637.1,3.9,0.2,0.0,0.0,0,0.0,0.0
14,Mike Gesicki,MIA,TE,0.0,0,0.0,57.4,622.1,4.0,0.1,0.0,0.0,0,0.0,0.0
15,Noah Fant,SEA,TE,0.0,0,0.0,59.3,639.4,3.6,0.1,0.0,0.0,0,0.0,0.0
16,Irv Smith Jr.,MIN,TE,0.0,0,0.0,50.9,571.1,4.4,0.2,0.0,0.0,0,0.0,0.0
17,Pat Freiermuth,PIT,TE,0.0,0,0.0,62.1,588.4,4.1,0.2,0.0,0.0,0,0.0,0.0
18,David Njoku,CLE,TE,0.0,0,0.0,53.5,583.0,4.0,0.1,0.0,0.0,0,0.0,0.0
19,Gerald Everett,LAC,TE,0.0,0,0.0,52.4,546.4,4.4,0.3,0.0,0.0,0,0.0,0.0
20,Robert Tonyan,GB,TE,0.0,0,0.0,46.6,529.7,4.5,0.1,0.0,0.0,0,0.0,0.0
21,Albert Okwuegbunam,DEN,TE,0.0,0,0.0,48.9,511.3,4.7,0.2,0.0,0.0,0,0.0,0.0
22,Logan Thomas,WAS,TE,0.0,0,0.0,48.9,513.0,4.3,0.1,0.0,0.0,0,0.0,0.0
23,Evan Engram,JAC,TE,0.0,0,0.0,53.2,550.5,3.5,0.2,0.0,0.0,0,0.0,0.0
24,Austin Hooper,TEN,TE,0.0,0,0.0,48.5,485.8,3.7,0.1,0.0,0.0,0,0.0,0.0
25,Hayden Hurst,CIN,TE,0.0,0,0.0,42.1,446.5,3.8,0.2,0.0,0.0,0,0.0,0.0
26,Mo Alie-Cox,IND,TE,0.0,0,0.0,38.1,454.0,3.4,0.2,0.0,0.0,0,0.0,0.0
27,Brevin Jordan,HOU,TE,0.0,0,0.0,41.7,432.2,2.7,0.2,0.0,0.0,0,0.0,0.0
28,Isaiah Likely,BAL,TE,0.0,0,0.0,31.9,351.9,2.9,0.2,0.0,0.0,0,0.0,0.0
29,Adam Trautman,NO,TE,0.0,0,0.0,31.6,334.9,3.0,0.1,0.0,0.0,0,0.0,0.0
30,C.J. Uzomah,NYJ,TE,0.0,0,0.0,34.2,343.2,2.5,0.1,0.0,0.0,0,0.0,0.0
31,Kyle Rudolph,TB,TE,0.0,0,0.0,30.8,304.8,3.1,0.1,0.0,0.0,0,0.0,0.0
32,Jonnu Smith,NE,TE,0.0,0,0.0,30.7,328.7,2.6,0.1,0.0,0.0,0,0.0,0.0
33,Cameron Brate,TB,TE,0.0,0,0.0,32.3,307.0,2.9,0.1,0.0,0.0,0,0.0,0.0
34,Andrew Beck,DEN,TE,0.0,0,0.0,27.9,295.3,2.9,0.0,0.0,0.0,0,0.0,0.0
35,Dan Arnold,JAC,TE,0.0,0,0.0,26.4,310.8,2.0,0.1,0.0,0.0,0,0.0,0.0
36,Tyler Conklin,NYJ,TE,0.0,0,0.0,32.0,305.3,2.1,0.1,0.0,0.0,0,0.0,0.0
37,Tommy Tremble,CAR,TE,0.0,0,0.0,28.3,293.9,2.2,0.1,0.0,0.0,0,0.0,0.0
38,Harrison Bryant,CLE,TE,0.0,0,0.0,28.4,294.3,1.9,0.1,0.0,0.0,0,0.0,0.0
39,Jordan Akins,HOU,TE,0.0,0,0.0,29.2,305.5,1.5,0.0,0.0,0.0,0,0.0,0.0
40,Daniel Bellinger,NYG,TE,0.0,0,0.0,25.6,262.1,1.8,0.2,0.0,0.0,0,0.0,0.0
41,Foster Moreau,LV,TE,0.0,0,0.0,23.6,257.8,1.9,0.1,0.0,0.0,0,0.0,0.0
42,Geoff Swaim,TEN,TE,0.0,0,0.0,24.5,225.0,2.0,0.1,0.0,0.0,0,0.0,0.0
43,Donald Parham Jr.,LAC,TE,0.0,0,0.0,20.7,219.0,2.0,0.1,0.0,0.0,0,0.0,0.0
44,Kylen Granson,IND,TE,0.0,0,0.0,20.6,233.6,1.5,0.2,0.0,0.0,0,0.0,0.0
45,Durham Smythe,MIA,TE,0.0,0,0.0,23.5,230.4,1.4,0.0,0.0,0.0,0,0.0,0.0
46,Josiah Deguara,GB,TE,0.0,0,0.0,19.7,209.7,1.7,0.1,0.0,0.0,0,0.0,0.0
47,Greg Dulcich,DEN,TE,0.0,0,0.0,19.3,211.8,1.5,0.1,0.0,0.0,0,0.0,0.0
48,Pharaoh Brown,HOU,TE,0.0,0,0.0,21.6,218.4,1.2,0.1,0.0,0.0,0,0.0,0.0
49,Anthony Firkser,ATL,TE,0.0,0,0.0,18.0,203.9,1.2,0.0,0.0,0.0,0,0.0,0.0
50,Taysom Hill,NO,TE,0.0,0,0.0,16.5,161.0,1.5,0.0,0.0,0.0,0,0.0,0.0
51,Will Dissly,SEA,TE,0.0,0,0.0,17.4,178.6,1.3,0.2,0.0,0.0,0,0.0,0.0
52,Trey McBride,ARI,TE,0.0,0,0.0,14.9,163.7,1.3,0.1,0.0,0.0,0,0.0,0.0
53,Jelani Woods,IND,TE,0.0,0,0.0,14.9,165.0,1.2,0.1,0.0,0.0,0,0.0,0.0
54,Ian Thomas,CAR,TE,0.0,0,0.0,16.9,167.8,1.0,0.1,0.0,0.0,0,0.0,0.0
55,John Bates,WAS,TE,0.0,0,0.0,14.0,146.8,1.3,0.1,0.0,0.0,0,0.0,0.0
56,O.J. Howard,HOU,TE,0.0,0,0.0,14.1,160.5,1.0,0.1,0.0,0.0,0,0.0,0.0
57,Chris Myarick,NYG,TE,0.0,0,0.0,15.8,152.9,1.2,0.1,0.0,0.0,0,0.0,0.0
58,Zach Davidson,BUF,TE,0.0,0,0.0,14.0,148.0,1.0,0.0,0.0,0.0,0,0.0,0.0
59,Ryan Griffin,CHI,TE,0.0,0,0.0,14.3,147.4,1.0,0.1,0.0,0.0,0,0.0,0.0
60,Marcedes Lewis,GB,TE,0.0,0,0.0,13.6,145.7,1.0,0.0,0.0,0.0,0,0.0,0.0
61,Jake Ferguson,DAL,TE,0.0,0,0.0,14.0,151.6,0.9,0.1,0.0,0.0,0,0.0,0.0
62,Cade Otton,TB,TE,0.0,0,0.0,12.1,137.8,1.1,0.1,0.0,0.0,0,0.0,0.0
63,Kendall Blanton,LAR,TE,0.0,0,0.0,11.0,133.0,1.0,0.0,0.0,0.0,0,0.0,0.0
64,Brycen Hopkins,LAR,TE,0.0,0,0.0,12.1,121.3,1.2,0.1,0.0,0.0,0,0.0,0.0
65,Parker Hesse,ATL,TE,0.0,0,0.0,12.6,125.7,0.8,0.2,0.0,0.0,0,0.0,0.0
66,Jody Fortson,KC,TE,0.0,0,0.0,9.4,94.4,1.2,0.1,0.0,0.0,0,0.0,0.0
67,Zach Gentry,PIT,TE,0.0,0,0.0,12.1,112.1,0.9,0.0,0.0,0.0,0,0.0,0.0
68,Noah Gray,KC,TE,0.0,0,0.0,9.8,98.6,1.1,0.1,0.0,0.0,0,0.0,0.0
69,Connor Heyward,PIT,TE,0.0,0,0.0,11.6,116.2,0.7,0.1,0.0,0.0,0,0.0,0.0
70,Drew Sample,CIN,TE,0.0,0,0.0,10.1,104.4,0.8,0.1,0.0,0.0,0,0.0,0.0
71,Chris Manhertz,JAC,TE,0.0,0,0.0,9.6,103.1,0.7,0.1,0.0,0.0,0,0.0,0.0
72,Tyler Kroft,SF,TE,0.0,0,0.0,9.2,93.6,0.8,0.0,0.0,0.0,0,0.0,0.0
73,Ross Dwelley,SF,TE,0.0,0,0.0,9.7,88.3,0.7,0.0,0.0,0.0,0,0.0,0.0
74,Peyton Hendershot,DAL,TE,0.0,0,0.0,8.3,86.2,0.8,0.1,0.0,0.0,0,0.0,0.0
75,Blake Bell,KC,TE,0.0,0,0.0,8.8,81.4,0.8,0.0,0.0,0.0,0,0.0,0.0
76,Nick Boyle,BAL,TE,0.0,0,0.0,7.8,75.8,0.7,0.0,0.0,0.0,0,0.0,0.0
77,Luke Farrell,JAC,TE,0.0,0,0.0,7.6,80.8,0.6,0.1,0.0,0.0,0,0.0,0.0
78,Tyree Jackson,PHI,TE,0.0,0,0.0,7.2,69.4,0.7,0.1,0.0,0.0,0,0.0,0.0
79,Chigoziem Okonkwo,TEN,TE,0.0,0,0.0,7.0,74.1,0.6,0.0,0.0,0.0,0,0.0,0.0
80,Brock Wright,DET,TE,0.0,0,0.0,7.3,71.7,0.6,0.1,0.0,0.0,0,0.0,0.0
81,Nick Vannett,NO,TE,0.0,0,0.0,6.2,65.0,0.6,0.1,0.0,0.0,0,0.0,0.0
82,Johnny Mundt,MIN,TE,0.0,0,0.0,6.9,68.4,0.6,0.1,0.0,0.0,0,0.0,0.0
83,MyCole Pruitt,ATL,TE,0.0,0,0.0,7.2,69.2,0.5,0.0,0.0,0.0,0,0.0,0.0
84,Armani Rogers,WAS,TE,0.0,0,0.0,6.2,64.9,0.5,0.0,0.0,0.0,0,0.0,0.0
85,Ben Ellefson,MIN,TE,0.0,0,0.0,5.2,54.8,0.6,0.0,0.0,0.0,0,0.0,0.0
86,Tre' McKitty,LAC,TE,0.0,0,0.0,6.9,69.5,0.4,0.1,0.0,0.0,0,0.0,0.0
87,Jack Stoll,PHI,TE,0.0,0,0.0,7.1,73.7,0.3,0.0,0.0,0.0,0,0.0,0.0
88,Eric Tomlinson,DEN,TE,0.0,0,0.0,5.4,57.9,0.5,0.0,0.0,0.0,0,0.0,0.0
89,Maxx Williams,ARI,TE,0.0,0,0.0,7.0,71.1,0.3,0.1,0.0,0.0,0,0.0,0.0
90,Tanner Hudson,NYG,TE,0.0,0,0.0,5.7,61.9,0.4,0.1,0.0,0.0,0,0.0,0.0
91,Jesper Horsted,LV,TE,0.0,0,0.0,5.4,57.1,0.5,0.0,0.0,0.0,0,0.0,0.0
92,Colby Parkinson,SEA,TE,0.0,0,0.0,5.4,52.2,0.4,0.1,0.0,0.0,0,0.0,0.0
93,Eric Saubert,DEN,TE,0.0,0,0.0,4.9,46.7,0.5,0.0,0.0,0.0,0,0.0,0.0
94,Ko Kieft,TB,TE,0.0,0,0.0,4.4,46.5,0.4,0.0,0.0,0.0,0,0.0,0.0
95,Stephen Anderson,ARI,TE,0.0,0,0.0,4.1,44.1,0.3,0.0,0.0,0.0,0,0.0,0.0
96,Grant Calcaterra,PHI,TE,0.0,0,0.0,3.8,38.9,0.4,0.0,0.0,0.0,0,0.0,0.0
97,Dominique Dafney,DEN,TE,0.0,0,0.0,4.1,40.8,0.4,0.0,0.0,0.0,0,0.0,0.0
98,Reggie Gilliam,BUF,TE,0.0,0,0.0,4.1,37.9,0.4,0.0,0.0,0.0,0,0.0,0.0
99,Kevin Rader,TEN,TE,0.0,0,0.0,4.2,39.4,0.3,0.0,0.0,0.0,0,0.0,0.0
100,Devin Asiasi,CIN,TE,0.0,0,0.0,4.1,37.5,0.3,0.0,0.0,0.0,0,0.0,0.0
101,Jeremy Ruckert,NYJ,TE,0.0,0,0.0,3.9,39.3,0.3,0.0,0.0,0.0,0,0.0,0.0
102,Colin Thompson,CAR,TE,0.0,0,0.0,3.7,37.2,0.3,0.0,0.0,0.0,0,0.0,0.0
103,Stephen Sullivan,CAR,TE,0.0,0,0.0,3.7,37.6,0.3,0.0,0.0,0.0,0,0.0,0.0
104,Tommy Sweeney,BUF,TE,0.0,0,0.0,3.9,43.4,0.2,0.0,0.0,0.0,0,0.0,0.0
105,Jake Tonges,CHI,TE,0.0,0,0.0,3.6,37.3,0.3,0.0,0.0,0.0,0,0.0,0.0
106,Jesse James,CLE,TE,0.0,0,0.0,4.0,38.5,0.2,0.0,0.0,0.0,0,0.0,0.0
107,Charlie Woerner,SF,TE,0.0,0,0.0,3.0,28.7,0.3,0.0,0.0,0.0,0,0.0,0.0
108,Juwan Johnson,NO,TE,0.0,0,0.0,2.6,29.0,0.3,0.0,0.0,0.0,0,0.0,0.0
109,Charlie Kolar,BAL,TE,0.0,0,0.0,2.6,27.6,0.3,0.0,0.0,0.0,0,0.0,0.0
110,Josh Oliver,BAL,TE,0.0,0,0.0,2.6,26.1,0.2,0.0,0.0,0.0,0,0.0,0.0
111,Cole Turner,WAS,TE,0.0,0,0.0,2.1,22.3,0.2,0.0,0.0,0.0,0,0.0,0.0
112,Quintin Morris,BUF,TE,0.0,0,0.0,1.9,19.3,0.2,0.0,0.0,0.0,0,0.0,0.0
113,Hunter Long,MIA,TE,0.0,0,0.0,2.0,19.9,0.2,0.0,0.0,0.0,0,0.0,0.0
114,Tanner Conner,MIA,TE,0.0,0,0.0,1.9,18.8,0.2,0.0,0.0,0.0,0,0.0,0.0
115,Mitchell Wilcox,CIN,TE,0.0,0,0.0,1.8,18.3,0.2,0.0,0.0,0.0,0,0.0,0.0
116,James Mitchell,DET,TE,0.0,0,0.0,1.8,18.3,0.2,0.0,0.0,0.0,0,0.0,0.0
117,Shane Zylstra,DET,TE,0.0,0,0.0,1.8,18.1,0.2,0.0,0.0,0.0,0,0.0,0.0
118,Cethan Carter,MIA,TE,0.0,0,0.0,0.9,8.9,0.1,0.0,0.0,0.0,0,0.0,0.0
119,Jared Pinkney,LAR,TE,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
120,J.P. Holtz,NO,TE,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
121,Miller Forristall,CLE,TE,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
122,Troy Fumagalli,SF,TE,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
123,Jordan Franks,KC,TE,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
124,0,0,TE,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
125,0,0,TE,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
